data1_1,data1_2,data1_3,data1_4,data2_1,data2_2,data2_3,data2_4,data3_1,data3_2,data3_3,data3_4,data4_1,data4_2,data4_3,data4_4,data5_1,data5_2,data5_3,data5_4,data6_1,data6_2,data6_3,data6_4,data7_1,data7_2,data7_3,data7_4
135,898,8221,4001,111,892,11776,5883,42,390,7205,3733,50,362,9046,5270,21,247,7071,4673,10,115,5971,4586,3,17,3898,4337
